Province/Territory,2016,2017,2018,2019,2020,2021,2022,2023,CSD_Code,CSD_Name
Quebec,0,2,4,8,26,8,34,28,2449070,Saint-Cyrille-de-Wendover
Quebec,8,5,15,12,15,19,51,37,2449075,Notre-Dame-du-Bon-Conseil
Quebec,70,37,41,104,77,131,114,130,2449085,Sainte-Brigitte-des-Saults
Quebec,2,2,5,3,6,7,12,11,2449095,Saint-Majorique-de-Grantham
Quebec,1,0,0,11,16,0,22,18,2449105,Saint-Eugène
Quebec,10,1,1,7,6,12,23,26,2449113,Saint-Guillaume
Quebec,8,5,5,5,8,3,10,5,2449125,Saint-Bonaventure
Quebec,0,0,0,1,1,1,2,0,2449130,Saint-Pie-de-Guire
Quebec,2,2,11,22,21,41,73,45,2450005,Sainte-Eulalie
Quebec,4,13,3,24,19,0,7,7,2450013,Aston-Jonction
Quebec,6,12,24,57,61,61,69,66,2450023,Saint-Wenceslas
Quebec,1,2,2,7,2,15,14,14,2450035,Saint-Célestin
Quebec,31,31,42,51,51,58,74,76,2450042,Saint-Léonard-d'Aston
Quebec,0,2,1,2,3,26,25,40,2450050,Sainte-Perpétue
Quebec,10,4,6,6,10,19,5,20,2450057,Sainte-Monique
Quebec,6,21,15,32,43,35,91,120,2450072,Nicolet
Quebec,0,0,5,3,6,9,1,3,2450085,La Visitation-de-Yamaska
Quebec,1,2,4,5,7,10,8,15,2450090,Saint-Zéphirin-de-Courval
Quebec,0,4,4,9,9,9,12,18,2450100,Baie-du-Febvre
Quebec,42,24,58,52,87,91,132,152,2450113,Pierreville
Quebec,0,0,0,0,0,1,6,15,2450128,Saint-François-du-Lac
Quebec,0,0,0,0,0,2,0,0,2450802,Odanak
Quebec,0,0,12,10,0,10,21,3,2451008,Maskinongé
Quebec,16,32,18,54,42,67,125,82,2451015,Louiseville
Quebec,24,50,29,69,73,41,192,80,2451020,Yamachiche
Quebec,0,0,0,2,3,3,6,8,2451025,Saint-Barnabé
Quebec,4,4,0,6,2,2,4,2,2451030,Saint-Sévère
Quebec,11,16,15,47,36,67,51,63,2451035,Saint-Léon-le-Grand
Quebec,0,0,2,6,4,7,9,7,2451040,Sainte-Ursule
Quebec,1,0,1,2,3,2,4,5,2451045,Saint-Justin
Quebec,0,0,0,6,0,0,0,0,2451050,Saint-Édouard-de-Maskinongé
Quebec,0,0,0,7,0,9,12,26,2451055,Sainte-Angèle-de-Prémont
Quebec,1,0,0,6,7,11,12,16,2451060,Saint-Paulin
Quebec,0,0,1,0,1,1,11,3,2451065,Saint-Alexis-des-Monts
Quebec,0,0,0,2,1,3,1,12,2451070,Saint-Mathieu-du-Parc
Quebec,0,0,4,3,0,4,2,2,2451075,Saint-Élie-de-Caxton
Quebec,0,0,0,0,0,0,0,3,2451080,Charette
Quebec,0,0,0,1,0,2,4,5,2451085,Saint-Boniface
Quebec,65,47,44,55,74,103,93,101,2451090,Saint-Étienne-des-Grès
Quebec,402,312,320,456,489,375,664,507,2452007,Lavaltrie
Quebec,252,162,195,228,219,214,296,301,2452017,Lanoraie
Quebec,2,5,2,67,136,53,104,47,2452030,Sainte-Élisabeth
Quebec,0,0,36,46,27,45,201,158,2452035,Berthierville
Quebec,0,0,0,1,0,1,0,3,2452055,Saint-Barthélemy
Quebec,0,1,2,8,101,16,85,99,2452062,Saint-Cuthbert
Quebec,0,0,0,1,0,0,8,6,2452070,Saint-Norbert
Quebec,0,0,0,52,0,0,1,0,2452075,Saint-Cléophas-de-Brandon
Quebec,71,96,123,113,154,172,214,119,2452085,Saint-Gabriel-de-Brandon
Quebec,0,0,1,4,6,0,8,3,2452090,Saint-Didace
Quebec,0,0,0,0,0,4,2,1,2452095,Mandeville
Quebec,3,4,8,11,7,9,5,15,2453005,Saint-David
Quebec,18,15,45,54,49,75,68,34,2453020,Saint-Robert
Quebec,0,1,0,14,8,3,13,12,2453025,Sainte-Victoire-de-Sorel
Quebec,0,10,13,17,29,15,17,12,2453032,Saint-Ours
Quebec,1,0,0,0,0,0,0,0,2453040,Saint-Roch-de-Richelieu
Quebec,0,0,0,5,1,0,10,3,2453050,Saint-Joseph-de-Sorel
Quebec,1,3,7,14,12,9,77,75,2453052,Sorel-Tracy
Quebec,0,0,0,0,0,0,0,2,2453065,Sainte-Anne-de-Sorel
Quebec,1,1,11,18,35,19,29,20,2453072,Yamaska
Quebec,0,0,9,0,0,0,1,0,2453085,Saint-Gérard-Majella
Quebec,0,8,2,2,2,30,67,18,2454008,Saint-Pie
Quebec,82,56,105,149,178,160,355,255,2454017,Saint-Damase
Quebec,118,62,122,166,158,164,277,152,2454030,Sainte-Marie-Madeleine
Quebec,120,130,130,168,223,71,109,103,2454035,La Présentation
Quebec,149,108,106,202,227,175,571,469,2454048,Saint-Hyacinthe
Quebec,4,2,2,5,5,2,13,16,2454060,Saint-Dominique
Quebec,0,1,2,10,10,5,42,36,2454065,Saint-Valérien-de-Milton
Quebec,0,2,7,4,21,14,21,18,2454072,Saint-Liboire
Quebec,1,4,0,4,21,9,18,38,2454090,Saint-Simon
Quebec,5,8,18,30,25,44,63,78,2454095,Sainte-Hélène-de-Bagot
Quebec,0,0,1,12,3,15,5,19,2454100,Saint-Hugues
Quebec,0,5,8,11,26,22,41,26,2454105,Saint-Barnabé-Sud
Quebec,22,2,3,114,6,12,14,9,2454110,Saint-Jude
Quebec,2,3,3,5,8,6,7,11,2454115,Saint-Bernard-de-Michaudville
Quebec,26,24,36,57,42,58,59,50,2454120,Saint-Louis
Quebec,0,0,0,0,0,4,4,2,2454125,Saint-Marcel-de-Richelieu
Quebec,57,53,15,60,205,127,188,206,2455008,Ange-Gardien
Quebec,450,457,465,"1,010",626,932,828,910,2455015,Saint-Paul-d'Abbotsford
Quebec,69,64,72,117,126,143,199,232,2455023,Saint-Césaire
Quebec,0,0,0,0,0,4,5,3,2455030,Sainte-Angèle-de-Monnoir
Quebec,188,149,177,292,211,248,331,311,2455037,Rougemont
Quebec,69,71,71,110,125,121,154,126,2455048,Marieville
Quebec,0,0,0,8,9,10,38,49,2455057,Richelieu
Quebec,1,3,19,21,8,3,5,9,2455065,Saint-Mathias-sur-Richelieu
Quebec,0,0,5,0,1,2,2,5,2456005,Venise-en-Québec
Quebec,11,9,8,14,15,24,22,25,2456010,Saint-Georges-de-Clarenceville
Quebec,6,3,3,1,6,7,5,6,2456023,Lacolle
Quebec,5,8,3,8,8,9,9,6,2456030,Saint-Valentin
Quebec,2,2,2,8,11,7,18,12,2456035,Saint-Paul-de-l'Île-aux-Noix
Quebec,4,7,7,10,15,13,16,12,2456042,Henryville
Quebec,2,4,7,17,12,28,23,18,2456050,Saint-Sébastien
Quebec,0,0,5,8,10,21,28,23,2456055,Saint-Alexandre
Quebec,11,6,6,13,14,9,17,17,2456060,Sainte-Anne-de-Sabrevois
Quebec,11,11,19,25,14,23,23,15,2456065,Saint-Blaise-sur-Richelieu
Quebec,29,37,67,198,213,114,496,348,2456083,Saint-Jean-sur-Richelieu
Quebec,57,52,44,89,87,94,141,139,2456097,Mont-Saint-Grégoire
Quebec,0,1,2,5,5,6,11,11,2456105,Sainte-Brigide-d'Iberville
Quebec,7,3,0,3,15,24,99,79,2457005,Chambly
Quebec,4,7,10,11,2,21,68,56,2457010,Carignan
Quebec,20,23,29,32,42,15,114,89,2457020,Saint-Basile-le-Grand
Quebec,0,0,0,0,0,1,6,6,2457025,McMasterville
Quebec,0,0,0,0,0,0,0,2,2457030,Otterburn Park
Quebec,122,21,45,25,18,107,225,328,2457033,Saint-Jean-Baptiste
Quebec,10,4,97,182,166,171,178,54,2457035,Mont-Saint-Hilaire
Quebec,5,4,63,13,37,21,83,99,2457040,Beloeil
Quebec,183,135,162,275,292,80,418,233,2457045,Saint-Mathieu-de-Beloeil
Quebec,0,0,0,2,0,0,1,8,2457050,Saint-Marc-sur-Richelieu
Quebec,0,4,7,11,14,12,12,9,2457057,Saint-Charles-sur-Richelieu
Quebec,50,56,63,85,77,152,72,182,2457068,Saint-Denis-sur-Richelieu
Quebec,11,17,10,24,2,25,22,14,2457075,Saint-Antoine-sur-Richelieu
Quebec,13,15,10,25,38,38,191,276,2458007,Brossard
Quebec,2,2,3,11,7,13,28,39,2458012,Saint-Lambert
Quebec,11,17,35,58,91,67,464,459,2458033,Boucherville
Quebec,6,5,6,11,38,41,235,176,2458037,Saint-Bruno-de-Montarville
Quebec,20,21,39,84,150,113,524,665,2458227,Longueuil
Quebec,26,6,20,28,51,39,155,158,2459010,Sainte-Julie
Quebec,0,0,1,14,3,2,34,33,2459015,Saint-Amable
Quebec,7,4,14,16,31,17,102,123,2459020,Varennes
Quebec,0,1,0,1,1,3,7,5,2459025,Verchères
Quebec,0,0,0,0,0,0,4,5,2459030,Calixa-Lavallée
Quebec,6,1,4,2,3,7,11,7,2459035,Contrecoeur
Quebec,0,0,0,0,0,0,0,2,2460005,Charlemagne
Quebec,46,30,29,5,21,89,158,185,2460013,Repentigny
Quebec,0,0,4,8,10,13,17,28,2460020,Saint-Sulpice
Quebec,96,67,73,119,97,109,259,185,2460028,L'Assomption
Quebec,0,0,0,0,0,0,5,1,2460035,L'Épiphanie
Quebec,0,0,0,2,2,1,9,10,2460040,L'Épiphanie
Quebec,46,31,58,49,28,15,72,39,2461005,Saint-Paul
Quebec,6,2,0,0,0,0,0,0,2461013,Crabtree
Quebec,0,0,0,3,2,0,0,2,2461020,Saint-Pierre
Quebec,146,70,69,78,68,153,254,191,2461025,Joliette
Quebec,281,212,165,360,251,411,415,355,2461027,Saint-Thomas
Quebec,0,1,1,44,0,0,17,15,2461030,Notre-Dame-des-Prairies
Quebec,0,1,0,0,12,2,25,35,2461035,Saint-Charles-Borromée
Quebec,6,12,27,29,65,78,63,114,2461040,Saint-Ambroise-de-Kildare
Quebec,34,45,56,54,55,42,45,53,2461045,Notre-Dame-de-Lourdes
Quebec,66,54,19,129,69,135,84,98,2461050,Sainte-Mélanie
Quebec,8,15,10,25,15,25,45,36,2462007,Saint-Félix-de-Valois
Quebec,0,0,2,5,5,10,20,12,2462015,Saint-Jean-de-Matha
Quebec,0,0,0,2,2,2,1,5,2462020,Sainte-Béatrix
Quebec,0,0,0,0,1,1,0,2,2462025,Saint-Alphonse-Rodriguez
Quebec,0,0,0,0,0,0,1,0,2462030,Sainte-Marcelline-de-Kildare
Quebec,6,6,10,16,16,19,33,35,2462037,Rawdon
Quebec,0,0,0,0,0,0,0,3,2462047,Chertsey
Quebec,0,0,0,0,0,2,9,5,2462055,Notre-Dame-de-la-Merci
Quebec,1,1,3,3,3,0,3,33,2462060,Saint-Donat
Quebec,44,66,9,42,34,52,41,10,2462065,Saint-Côme
Quebec,0,0,0,0,0,0,11,17,2462075,Saint-Damien
Quebec,0,0,0,0,0,0,0,1,2462080,Saint-Zénon
Quebec,1,1,1,10,1,0,25,19,2462085,Saint-Michel-des-Saints
Quebec,0,0,0,0,0,0,0,3,2462802,Manawan
Quebec,0,0,5,12,10,5,1,6,2463005,Sainte-Marie-Salomé
Quebec,81,72,95,124,49,116,145,142,2463013,Saint-Jacques
Quebec,17,121,23,113,140,111,96,58,2463030,Saint-Esprit
Quebec,177,156,169,201,248,281,338,343,2463040,Saint-Roch-Ouest
Quebec,178,159,170,212,175,228,255,234,2463048,Saint-Lin--Laurentides
Quebec,0,0,0,0,0,0,2,1,2463055,Saint-Calixte
Quebec,129,89,141,248,103,209,285,202,2463060,Sainte-Julienne
Quebec,56,0,38,46,4,59,79,64,2463065,Saint-Liguori
Quebec,26,23,26,109,67,91,305,303,2464008,Terrebonne
Quebec,10,7,1,10,8,7,55,65,2464015,Mascouche
Quebec,620,548,686,512,"1,028",658,"1,915","1,797",2465005,Laval
Quebec,2,2,13,23,25,20,80,115,2466007,Montréal-Est
Quebec,"1,694","1,508","1,757","2,806","2,536","2,552","6,970","7,463",2466023,Montréal
Quebec,46,49,32,69,61,67,122,118,2466032,Westmount
Quebec,2,2,0,4,3,3,13,10,2466047,Montréal-Ouest
Quebec,46,56,45,93,79,75,174,112,2466058,Côte-Saint-Luc
Quebec,33,27,40,51,61,45,101,69,2466062,Hampstead
Quebec,31,23,16,39,56,35,112,115,2466072,Mont-Royal
Quebec,15,14,15,22,67,35,216,253,2466087,Dorval
Quebec,16,9,13,21,43,34,101,143,2466097,Pointe-Claire
Quebec,8,6,3,7,7,3,44,59,2466102,Kirkland
Quebec,3,4,5,6,8,8,13,14,2466107,Beaconsfield
Quebec,0,2,3,2,9,13,50,45,2466112,Baie-D'Urfé
Quebec,6,4,3,2,5,1,5,7,2466117,Sainte-Anne-de-Bellevue
Quebec,0,3,5,4,8,25,60,14,2466127,Senneville
Quebec,18,21,15,16,29,22,69,105,2466142,Dollard-Des Ormeaux
Quebec,1,0,0,0,2,0,2,1,2467005,Saint-Mathieu
Quebec,2,2,0,11,23,19,16,34,2467010,Saint-Philippe
Quebec,14,5,28,21,41,27,78,55,2467015,La Prairie
Quebec,0,5,1,2,3,4,73,68,2467020,Candiac
Quebec,0,1,0,17,15,24,45,51,2467025,Delson
Quebec,0,1,1,6,4,13,17,27,2467030,Sainte-Catherine
Quebec,279,57,28,263,294,224,307,213,2467035,Saint-Constant
Quebec,277,145,235,76,332,315,344,261,2467040,Saint-Isidore
Quebec,145,125,155,186,161,110,137,111,2467045,Mercier
Quebec,9,7,3,9,26,12,72,209,2467050,Châteauguay
Quebec,0,0,0,0,1,0,0,1,2467055,Léry
Quebec,0,0,0,0,0,0,0,1,2467802,Kahnawake
Quebec,8,5,11,1,4,9,34,17,2468005,Saint-Bernard-de-Lacolle
Quebec,32,30,21,59,40,52,66,66,2468015,Hemmingford
Quebec,"1,008",791,942,"1,382","1,331",852,"1,659","1,261",2468020,Sainte-Clotilde
Quebec,812,545,497,"1,089",913,"1,032","1,261","1,127",2468025,Saint-Patrice-de-Sherrington
Quebec,183,146,240,315,190,160,210,222,2468035,Saint-Cyprien-de-Napierville
Quebec,57,29,32,41,36,79,42,58,2468040,Saint-Jacques-le-Mineur
Quebec,61,54,64,98,75,112,113,98,2468045,Saint-Édouard
Quebec,451,314,337,571,430,530,787,707,2468050,Saint-Michel
Quebec,622,430,560,911,503,"1,124",903,874,2468055,Saint-Rémi
Quebec,29,57,39,67,69,59,65,64,2469005,Havelock
Quebec,128,106,148,230,157,232,252,283,2469010,Franklin
Quebec,13,9,16,44,33,19,18,17,2469017,Saint-Chrysostome
Quebec,10,15,38,22,35,80,47,39,2469037,Ormstown
Quebec,8,9,12,2,12,31,13,16,2469045,Hinchinbrooke
Quebec,0,0,8,9,6,6,10,9,2469050,Elgin
Quebec,6,6,6,5,8,6,26,32,2469060,Godmanchester
Quebec,5,9,12,24,25,26,43,31,2469070,Saint-Anicet
Quebec,0,0,0,2,3,8,15,15,2470005,Saint-Urbain-Premier
Quebec,4,0,4,5,9,49,37,77,2470012,Sainte-Martine
Quebec,1,0,7,12,5,4,21,19,2470022,Beauharnois
Quebec,1,6,6,6,1,6,9,1,2470030,Saint-Étienne-de-Beauharnois
Quebec,6,3,15,17,23,31,34,27,2470035,Saint-Louis-de-Gonzague
Quebec,3,3,4,6,8,13,7,15,2470040,Saint-Stanislas-de-Kostka
Quebec,55,21,78,114,69,53,196,223,2470052,Salaberry-de-Valleyfield
Quebec,0,0,0,0,1,1,3,2,2471005,Rivière-Beaudette
Quebec,3,1,2,3,3,3,9,23,2471015,Saint-Télesphore
Quebec,18,13,19,20,14,39,31,34,2471020,Saint-Polycarpe
Quebec,66,23,99,49,54,61,98,88,2471025,Saint-Zotique
Quebec,46,57,25,97,12,62,156,49,2471033,Les Coteaux
Quebec,76,74,82,74,103,86,106,122,2471040,Coteau-du-Lac
Quebec,22,19,18,33,27,20,11,6,2471045,Saint-Clet
Quebec,27,14,4,13,9,19,58,40,2471050,Les Cèdres
Quebec,0,0,0,0,0,0,1,0,2471055,Pointe-des-Cascades
Quebec,0,0,0,1,1,1,13,15,2471060,L'Île-Perrot
Quebec,8,6,3,10,22,19,17,20,2471065,Notre-Dame-de-l'Île-Perrot
Quebec,0,3,0,0,2,3,21,8,2471070,Pincourt
Quebec,0,1,0,0,0,0,0,3,2471075,Terrasse-Vaudreuil
Quebec,18,10,19,34,71,48,210,171,2471083,Vaudreuil-Dorion
Quebec,1,0,1,3,0,1,5,4,2471100,Hudson
Quebec,7,1,14,7,24,15,39,15,2471105,Saint-Lazare
Quebec,12,4,13,22,5,15,15,28,2471110,Sainte-Marthe
Quebec,3,6,6,11,10,41,36,20,2471115,Sainte-Justine-de-Newton
Quebec,0,0,0,0,0,0,1,1,2471125,Très-Saint-Rédempteur
Quebec,3,0,1,2,5,7,22,21,2471133,Rigaud
Quebec,339,189,229,351,272,425,533,635,2472005,Saint-Eustache
Quebec,0,0,2,0,2,0,56,5,2472010,Deux-Montagnes
Quebec,0,0,0,0,2,1,10,30,2472015,Sainte-Marthe-sur-le-Lac
Quebec,0,0,0,0,0,0,2,0,2472020,Pointe-Calumet
Quebec,150,159,180,330,315,362,500,369,2472025,Saint-Joseph-du-Lac
Quebec,581,158,369,467,380,675,592,624,2472032,Oka
Quebec,17,4,19,19,24,19,25,24,2472043,Saint-Placide
Quebec,22,17,23,48,71,65,129,247,2473005,Boisbriand
Quebec,15,9,7,20,20,24,62,65,2473010,Sainte-Thérèse
Quebec,5,5,18,24,20,27,116,106,2473015,Blainville
Quebec,1,2,1,1,1,2,17,25,2473020,Rosemère
Quebec,0,1,0,1,1,0,1,1,2473025,Lorraine
Quebec,0,1,0,0,5,1,15,23,2473030,Bois-des-Filion
Quebec,257,271,259,410,502,115,53,8,2473035,Sainte-Anne-des-Plaines
Quebec,326,205,422,629,679,774,782,805,2474005,Mirabel
Quebec,0,0,0,0,0,1,1,3,2475005,Saint-Colomban
Quebec,57,48,42,104,60,157,337,273,2475017,Saint-Jérôme
Quebec,43,45,45,29,53,26,155,39,2475028,Sainte-Sophie
Quebec,3,2,3,12,7,15,29,24,2475040,Prévost
Quebec,0,0,0,0,0,0,0,11,2475045,Saint-Hippolyte
Quebec,3,3,4,10,12,5,10,7,2476008,Saint-André-d'Argenteuil
Quebec,7,5,1,13,5,28,38,53,2476020,Lachute
Quebec,14,13,21,12,10,17,27,13,2476043,Brownsburg-Chatham
Quebec,0,0,0,0,1,0,0,0,2476052,Grenville-sur-la-Rouge
Quebec,0,0,0,0,0,2,7,1,2476055,Grenville
Quebec,0,0,18,0,0,0,4,1,2477011,Estérel
Quebec,1,0,1,0,1,0,1,2,2477012,Sainte-Marguerite-du-Lac-Masson
Quebec,2,1,0,3,2,2,14,15,2477022,Sainte-Adèle
Quebec,0,0,2,0,0,6,0,2,2477035,Sainte-Anne-des-Lacs
Quebec,3,0,0,1,8,7,17,50,2477043,Saint-Sauveur
Quebec,0,0,0,0,0,0,0,3,2477050,Morin-Heights
Quebec,0,0,0,0,0,0,3,0,2477060,Wentworth-Nord
Quebec,0,0,0,0,0,0,1,1,2477065,Saint-Adolphe-d'Howard
Quebec,0,0,0,0,1,1,2,0,2478005,Val-Morin
Quebec,0,0,0,1,3,0,3,9,2478010,Val-David
Quebec,0,0,1,0,9,5,23,59,2478032,Sainte-Agathe-des-Monts
Quebec,5,6,5,7,16,8,12,3,2478047,Saint-Faustin--Lac-Carré
Quebec,0,0,0,0,0,0,1,0,2478055,Montcalm
Quebec,0,1,0,4,4,8,8,8,2478060,Arundel
Quebec,0,0,2,4,0,0,0,6,2478070,Amherst
Quebec,0,0,0,1,0,0,0,0,2478095,Lac-Supérieur
Quebec,5,3,7,12,61,33,132,161,2478102,Mont-Tremblant
Quebec,0,0,0,0,0,1,5,3,2478115,La Conception
Quebec,0,0,0,0,0,0,0,2,2478120,Labelle
Quebec,0,0,0,0,0,0,4,2,2478130,La Minerve
Quebec,0,0,0,0,7,11,7,6,2479005,Notre-Dame-du-Laus
Quebec,0,2,0,0,0,0,0,4,2479025,Kiamika
Quebec,0,0,10,19,21,22,30,35,2479037,Rivière-Rouge
Quebec,2,2,0,2,3,2,3,3,2479050,L'Ascension
Quebec,0,1,0,0,0,0,0,0,2479060,Lac-Saguay
Quebec,0,0,31,90,109,230,336,390,2479078,Lac-des-Écorces
Quebec,1,1,0,13,14,26,72,47,2479088,Mont-Laurier
Quebec,0,0,2,6,5,0,14,2,2479097,Ferme-Neuve
Quebec,0,0,0,2,1,0,3,0,2480005,Fassett
Quebec,0,2,0,0,0,0,3,3,2480010,Montebello
Quebec,2,0,4,4,3,3,23,3,2480020,Notre-Dame-de-la-Paix
Quebec,49,6,26,49,56,27,169,93,2480027,Saint-André-Avellin
Quebec,1,3,2,3,2,2,20,24,2480037,Papineauville
Quebec,0,0,8,8,19,2,18,5,2480045,Plaisance
Quebec,0,2,0,5,2,6,16,9,2480060,Lochaber-Partie-Ouest
Quebec,1,4,6,5,6,10,12,1,2480078,Ripon
Quebec,0,0,0,0,0,2,4,2,2480110,Namur
Quebec,0,0,0,1,1,9,6,3,2480125,Saint-Émile-de-Suffolk
Quebec,0,3,1,4,4,3,3,4,2480135,Duhamel
Quebec,40,49,56,109,123,112,402,444,2481017,Gatineau
Quebec,0,1,1,1,4,4,5,7,2482005,L'Ange-Gardien
Quebec,0,4,5,3,3,6,10,6,2482015,Val-des-Monts
Quebec,0,0,0,0,1,5,6,15,2482020,Cantley
Quebec,0,1,0,1,4,4,16,13,2482025,Chelsea
Quebec,10,1,1,4,3,2,4,3,2482030,Pontiac
Quebec,1,0,0,0,3,0,10,9,2482035,La Pêche
Quebec,0,4,0,8,12,0,3,0,2483015,Kazabazua
Quebec,0,0,0,0,0,0,0,11,2483020,Lac-Sainte-Marie
Quebec,0,0,0,0,0,0,3,4,2483032,Gracefield
Quebec,0,0,2,2,7,5,34,17,2483065,Maniwaki
Quebec,1,0,0,0,0,0,0,0,2483070,Déléage
Quebec,0,0,0,0,0,4,0,0,2483075,Egan-Sud
Quebec,5,0,0,0,20,0,28,0,2483090,Aumond
Quebec,0,0,0,0,0,0,1,0,2483095,Grand-Remous
Quebec,0,0,0,0,1,0,0,0,2484005,Bristol
Quebec,0,0,0,0,0,0,1,0,2484030,Campbell's Bay
Quebec,19,11,2,13,7,13,4,12,2484045,Thorne
Quebec,0,9,37,36,0,0,0,0,2484055,Otter Lake
Quebec,0,1,0,0,0,0,0,0,2484065,Mansfield-et-Pontefract
Quebec,0,0,1,0,0,0,0,0,2484082,L'Isle-aux-Allumettes
Quebec,1,2,1,0,0,0,3,2,2485005,Témiscaming
Quebec,1,0,0,0,3,4,9,7,2485015,Saint-Édouard-de-Fabre
Quebec,0,3,2,2,24,4,7,7,2485020,Béarn
Quebec,2,3,1,1,0,7,10,7,2485025,Ville-Marie
Quebec,0,0,0,0,0,0,0,2,2485030,Duhamel-Ouest
Quebec,0,0,1,3,1,7,6,5,2485037,Lorrainville
Quebec,0,0,9,17,14,13,24,25,2485045,Saint-Bruno-de-Guigues
Quebec,0,0,0,1,3,2,3,10,2485050,Laverlochère
Quebec,0,4,2,15,3,21,22,22,2485055,Fugèreville
Quebec,0,0,0,0,1,1,3,2,2485080,Angliers
Quebec,0,0,13,42,30,38,48,54,2485085,Saint-Eugène-de-Guigues
Quebec,0,3,6,7,11,16,6,33,2485090,Notre-Dame-du-Nord
Quebec,0,0,0,1,0,1,1,2,2485095,Guérin
Quebec,10,0,23,59,2,34,53,38,2485100,Nédélec
Quebec,15,4,46,57,81,56,201,256,2486042,Rouyn-Noranda
Quebec,0,1,0,0,0,0,0,0,2487005,Duparquet
Quebec,0,0,1,2,2,1,1,2,2487015,Roquemaure
Quebec,6,4,4,4,5,6,6,6,2487020,Gallichan
Quebec,0,0,0,4,4,3,3,6,2487025,Palmarolle
Quebec,0,0,0,4,1,2,2,8,2487058,Macamic
Quebec,0,0,0,0,0,0,2,0,2487070,Sainte-Hélène-de-Mancebourg
Quebec,7,10,7,8,11,16,11,7,2487075,Clerval
Quebec,0,8,0,6,0,4,9,2,2487080,La Reine
Quebec,2,2,14,10,18,12,32,53,2487090,La Sarre
Quebec,0,1,0,1,1,0,1,0,2487115,Normétal
Quebec,0,0,0,2,0,1,8,1,2488022,Barraute
Quebec,0,0,0,0,0,4,0,8,2488035,Landrienne
Quebec,0,0,0,0,0,0,0,40,2488050,Saint-Mathieu-d'Harricana
Quebec,2,5,4,25,41,23,133,113,2488055,Amos
Quebec,0,0,0,4,1,1,4,5,2488060,Saint-Félix-de-Dalquier
Quebec,0,0,0,0,0,6,3,2,2488070,Berry
Quebec,0,1,0,3,1,2,2,1,2488085,Sainte-Gertrude-Manneville
Quebec,0,0,0,0,0,0,0,3,2488090,Preissac
Quebec,0,0,0,0,0,6,13,12,2488904,Lac-Chicobi
Quebec,7,11,20,43,44,52,220,242,2489008,Val-d'Or
Quebec,0,0,0,0,0,0,0,3,2489010,Rivière-Héva
Quebec,0,0,0,4,0,0,18,25,2489015,Malartic
Quebec,1,0,0,3,0,20,16,20,2489045,Senneterre
Quebec,3,2,3,6,9,19,48,52,2490012,La Tuque
Quebec,1,0,0,0,0,0,1,0,2490027,Lac-Édouard
Quebec,0,0,0,0,0,0,10,0,2491005,Lac-Bouchette
Quebec,0,0,0,1,2,1,4,7,2491020,Chambord
Quebec,0,1,2,12,2,19,48,58,2491025,Roberval
Quebec,0,0,0,13,10,10,25,15,2491035,Saint-Prime
Quebec,16,83,118,169,156,192,280,464,2491042,Saint-Félicien
Quebec,0,0,2,4,8,11,47,12,2491050,La Doré
Quebec,0,0,0,0,0,0,8,6,2492005,Saint-Augustin
Quebec,0,0,8,36,24,25,12,15,2492010,Péribonka
Quebec,2,2,6,8,29,35,7,10,2492015,Sainte-Jeanne-d'Arc
Quebec,20,0,45,60,72,142,198,189,2492022,Dolbeau-Mistassini
Quebec,15,27,9,15,12,28,52,28,2492030,Albanel
Quebec,54,60,68,79,45,74,110,124,2492040,Normandin
Quebec,0,0,0,0,0,0,11,14,2492045,Saint-Thomas-Didyme
Quebec,0,0,0,2,2,2,0,2,2492050,Saint-Edmond-les-Plaines
Quebec,5,6,6,37,74,13,84,43,2492055,Girardville
Quebec,0,0,2,5,5,6,7,7,2492065,Saint-Eugène-d'Argentenay
Quebec,0,0,0,0,0,0,6,2,2492902,Passes-Dangereuses
Quebec,0,0,0,0,0,14,4,2,2493005,Desbiens
Quebec,0,0,28,44,93,88,82,94,2493012,Métabetchouan--Lac-à-la-Croix
Quebec,0,0,5,10,13,30,30,31,2493020,Hébertville
Quebec,0,0,0,5,4,5,4,8,2493025,Hébertville-Station
Quebec,20,4,8,24,10,51,75,145,2493030,Saint-Bruno
Quebec,27,14,5,47,23,31,62,40,2493035,Saint-Gédéon
Quebec,11,10,9,60,48,77,118,147,2493042,Alma
Quebec,6,8,10,23,17,16,19,35,2493045,Saint-Nazaire
Quebec,0,0,0,0,4,6,8,12,2493055,Labrecque
Quebec,0,0,0,0,0,1,6,2,2493060,Lamarche
Quebec,2,40,68,72,89,66,81,86,2493065,L'Ascension-de-Notre-Seigneur
Quebec,0,0,0,5,1,2,5,3,2493070,Saint-Henri-de-Taillon
Quebec,0,1,0,0,1,4,13,5,2493075,Sainte-Monique
Quebec,0,0,0,0,0,0,4,13,2493080,Saint-Ludger-de-Milot
Quebec,11,8,55,108,123,201,633,616,2494068,Saguenay
Quebec,1,0,1,0,0,0,0,3,2494205,Petit-Saguenay
Quebec,0,0,0,0,0,0,4,0,2494210,L'Anse-Saint-Jean
Quebec,0,0,0,0,0,0,0,1,2494220,Ferland-et-Boilleau
Quebec,0,0,0,0,0,1,0,0,2494230,Sainte-Rose-du-Nord
Quebec,0,0,0,0,2,8,3,6,2494235,Saint-Fulgence
Quebec,0,0,0,0,0,0,19,3,2494240,Saint-Honoré
Quebec,36,0,0,0,0,0,0,0,2494245,Saint-David-de-Falardeau
