province/territory,2016,2017,2018,2019,2020,2021,2022,2023,csd_code,csd_name
Quebec,1.0,0.0,0.0,7.0,16.0,1.0,26.0,40.0,2427008,Saint-Victor
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2427015,Saint-Alfred
Quebec,0.0,2.0,1.0,22.0,30.0,28.0,103.0,53.0,2427028,Beauceville
Quebec,9.0,10.0,9.0,16.0,17.0,13.0,33.0,39.0,2427035,Saint-Odilon-de-Cranbourne
Quebec,12.0,15.0,26.0,40.0,61.0,70.0,73.0,100.0,2427043,Saint-Joseph-de-Beauce
Quebec,0.0,0.0,0.0,2.0,7.0,1.0,19.0,1.0,2427055,Saint-Jules
Quebec,0.0,1.0,4.0,6.0,7.0,10.0,16.0,10.0,2427060,Tring-Jonction
Quebec,0.0,3.0,3.0,7.0,5.0,5.0,19.0,23.0,2427065,Saint-Frédéric
Quebec,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2427070,Saint-Séverin
Quebec,0.0,0.0,0.0,0.0,1.0,8.0,19.0,6.0,2428015,Sainte-Aurélie
Quebec,0.0,4.0,0.0,32.0,6.0,29.0,41.0,19.0,2428020,Saint-Prosper
Quebec,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2428025,Saint-Benjamin
Quebec,0.0,5.0,0.0,2.0,1.0,2.0,5.0,3.0,2428030,Sainte-Rose-de-Watford
Quebec,9.0,33.0,20.0,69.0,39.0,25.0,104.0,48.0,2428045,Sainte-Justine
Quebec,0.0,1.0,3.0,2.0,0.0,7.0,7.0,3.0,2428053,Lac-Etchemin
Quebec,0.0,0.0,0.0,1.0,1.0,2.0,6.0,10.0,2429005,Saint-Théophile
Quebec,0.0,0.0,20.0,21.0,78.0,3.0,66.0,20.0,2429013,Saint-Gédéon-de-Beauce
Quebec,8.0,33.0,32.0,35.0,42.0,69.0,41.0,80.0,2429025,Saint-Évariste-de-Forsyth
Quebec,5.0,10.0,0.0,19.0,7.0,27.0,37.0,36.0,2429030,La Guadeloupe
Quebec,13.0,7.0,92.0,124.0,110.0,86.0,78.0,34.0,2429038,Saint-Honoré-de-Shenley
Quebec,0.0,0.0,15.0,20.0,36.0,29.0,61.0,30.0,2429045,Saint-Martin
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2429050,Saint-René
Quebec,8.0,1.0,12.0,13.0,28.0,23.0,89.0,31.0,2429057,Saint-Côme--Linière
Quebec,0.0,0.0,0.0,0.0,6.0,0.0,9.0,3.0,2429065,Saint-Philibert
Quebec,35.0,50.0,79.0,125.0,163.0,99.0,412.0,307.0,2429073,Saint-Georges
Quebec,7.0,4.0,16.0,18.0,14.0,19.0,51.0,52.0,2429100,Saint-Benoît-Labre
Quebec,2.0,2.0,17.0,63.0,56.0,46.0,115.0,42.0,2429112,Saint-Éphrem-de-Beauce
Quebec,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2429125,Saint-Simon-les-Mines
Quebec,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2430005,Saint-Augustin-de-Woburn
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2430010,Notre-Dame-des-Bois
Quebec,0.0,0.0,0.0,8.0,23.0,7.0,62.0,19.0,2430030,Lac-Mégantic
Quebec,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2430040,Milan
Quebec,0.0,0.0,0.0,3.0,0.0,5.0,11.0,0.0,2430045,Nantes
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2430050,Sainte-Cécile-de-Whitton
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2430055,Audet
Quebec,0.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,2430070,Saint-Robert-Bellarmin
Quebec,0.0,0.0,16.0,8.0,16.0,4.0,30.0,13.0,2430072,Saint-Ludger
Quebec,20.0,31.0,35.0,64.0,31.0,76.0,48.0,35.0,2430080,Lac-Drolet
Quebec,1.0,0.0,0.0,3.0,3.0,2.0,20.0,7.0,2430085,Saint-Sébastien
Quebec,9.0,15.0,21.0,50.0,53.0,48.0,11.0,34.0,2430090,Courcelles
Quebec,4.0,2.0,2.0,7.0,12.0,12.0,22.0,14.0,2430095,Lambton
Quebec,4.0,6.0,5.0,4.0,10.0,3.0,40.0,42.0,2430100,Saint-Romain
Quebec,0.0,4.0,10.0,1.0,0.0,0.0,0.0,5.0,2430105,Stornoway
Quebec,6.0,6.0,9.0,8.0,8.0,18.0,11.0,13.0,2430110,Stratford
Quebec,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2431008,Beaulac-Garthby
Quebec,1.0,1.0,20.0,23.0,18.0,34.0,28.0,14.0,2431020,Disraeli
Quebec,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2431030,Saint-Fortunat
Quebec,2.0,2.0,6.0,8.0,0.0,6.0,9.0,6.0,2431035,Saint-Julien
Quebec,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2431040,Irlande
Quebec,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2431050,Sainte-Praxède
Quebec,15.0,0.0,17.0,164.0,276.0,203.0,288.0,182.0,2431056,Adstock
Quebec,85.0,83.0,74.0,27.0,48.0,42.0,54.0,32.0,2431060,Sainte-Clotilde-de-Beauce
Quebec,8.0,24.0,83.0,143.0,153.0,158.0,316.0,175.0,2431084,Thetford Mines
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2431095,Saint-Adrien-d'Irlande
Quebec,0.0,0.0,0.0,5.0,9.0,10.0,13.0,9.0,2431100,Saint-Jean-de-Brébeuf
Quebec,0.0,0.0,2.0,2.0,8.0,7.0,7.0,7.0,2431105,Kinnear's Mills
Quebec,2.0,2.0,3.0,13.0,15.0,9.0,15.0,8.0,2431122,East Broughton
Quebec,0.0,0.0,2.0,15.0,17.0,9.0,25.0,15.0,2431135,Saint-Pierre-de-Broughton
Quebec,0.0,4.0,55.0,17.0,10.0,4.0,21.0,10.0,2431140,Saint-Jacques-de-Leeds
Quebec,25.0,25.0,25.0,6.0,0.0,4.0,6.0,7.0,2432013,Saint-Ferdinand
Quebec,1.0,0.0,3.0,2.0,3.0,1.0,4.0,0.0,2432023,Sainte-Sophie-d'Halifax
Quebec,23.0,33.0,82.0,79.0,138.0,119.0,194.0,64.0,2432033,Princeville
Quebec,15.0,7.0,22.0,30.0,18.0,86.0,154.0,95.0,2432040,Plessisville
Quebec,31.0,20.0,31.0,103.0,86.0,49.0,182.0,105.0,2432045,Plessisville
Quebec,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2432050,Saint-Pierre-Baptiste
Quebec,5.0,7.0,6.0,8.0,11.0,18.0,8.0,10.0,2432058,Inverness
Quebec,11.0,7.0,18.0,57.0,31.0,55.0,70.0,59.0,2432065,Lyster
Quebec,17.0,7.0,14.0,12.0,14.0,37.0,63.0,50.0,2432072,Laurierville
Quebec,96.0,77.0,96.0,94.0,89.0,40.0,83.0,60.0,2432080,Notre-Dame-de-Lourdes
Quebec,7.0,8.0,12.0,19.0,55.0,41.0,86.0,68.0,2432085,Villeroy
Quebec,51.0,19.0,38.0,56.0,35.0,83.0,40.0,52.0,2433007,Saint-Sylvestre
Quebec,9.0,5.0,10.0,30.0,25.0,15.0,10.0,19.0,2433017,Sainte-Agathe-de-Lotbinière
Quebec,5.0,2.0,12.0,18.0,11.0,20.0,37.0,19.0,2433030,Saint-Narcisse-de-Beaurivage
Quebec,10.0,2.0,7.0,17.0,0.0,13.0,14.0,27.0,2433035,Saint-Gilles
Quebec,7.0,4.0,12.0,20.0,31.0,22.0,30.0,37.0,2433040,Dosquet
Quebec,1.0,2.0,4.0,8.0,10.0,4.0,40.0,39.0,2433045,Saint-Agapit
Quebec,15.0,13.0,12.0,19.0,16.0,20.0,15.0,22.0,2433052,Saint-Flavien
Quebec,0.0,0.0,7.0,19.0,24.0,32.0,76.0,45.0,2433060,Laurier-Station
Quebec,0.0,0.0,5.0,7.0,2.0,20.0,11.0,15.0,2433065,Saint-Janvier-de-Joly
Quebec,0.0,2.0,6.0,3.0,14.0,4.0,13.0,14.0,2433070,Val-Alain
Quebec,3.0,5.0,18.0,27.0,39.0,41.0,102.0,32.0,2433080,Saint-Édouard-de-Lotbinière
Quebec,0.0,1.0,4.0,3.0,2.0,7.0,4.0,9.0,2433085,Notre-Dame-du-Sacré-Coeur-d'Issoudun
Quebec,116.0,91.0,113.0,93.0,88.0,68.0,118.0,88.0,2433090,Saint-Apollinaire
Quebec,4.0,2.0,7.0,14.0,32.0,41.0,42.0,72.0,2433095,Saint-Antoine-de-Tilly
Quebec,13.0,21.0,7.0,28.0,19.0,22.0,95.0,48.0,2433102,Sainte-Croix
Quebec,4.0,1.0,6.0,3.0,7.0,6.0,22.0,8.0,2433115,Lotbinière
Quebec,0.0,0.0,3.0,4.0,4.0,4.0,6.0,6.0,2433123,Leclercville
Quebec,15.0,18.0,35.0,32.0,48.0,30.0,48.0,51.0,2434007,Neuville
Quebec,60.0,60.0,58.0,111.0,167.0,159.0,245.0,128.0,2434017,Pont-Rouge
Quebec,0.0,7.0,2.0,18.0,9.0,29.0,80.0,45.0,2434025,Donnacona
Quebec,5.0,8.0,12.0,13.0,16.0,16.0,18.0,16.0,2434030,Cap-Santé
Quebec,5.0,7.0,11.0,16.0,13.0,19.0,14.0,13.0,2434038,Saint-Basile
Quebec,24.0,28.0,31.0,35.0,68.0,109.0,99.0,143.0,2434048,Portneuf
Quebec,0.0,9.0,4.0,18.0,5.0,7.0,11.0,27.0,2434058,Deschambault-Grondines
Quebec,0.0,0.0,0.0,4.0,3.0,0.0,11.0,3.0,2434060,Saint-Gilbert
Quebec,2.0,0.0,4.0,5.0,1.0,2.0,30.0,20.0,2434065,Saint-Marc-des-Carrières
Quebec,1.0,0.0,7.0,1.0,1.0,7.0,7.0,2.0,2434078,Saint-Casimir
Quebec,2.0,2.0,2.0,4.0,5.0,7.0,8.0,10.0,2434085,Saint-Thuribe
Quebec,13.0,22.0,19.0,76.0,77.0,100.0,77.0,105.0,2434090,Saint-Ubalde
Quebec,0.0,1.0,5.0,2.0,4.0,1.0,12.0,31.0,2434097,Saint-Alban
Quebec,12.0,6.0,9.0,17.0,4.0,0.0,3.0,0.0,2434105,Sainte-Christine-d'Auvergne
Quebec,0.0,0.0,1.0,5.0,53.0,8.0,65.0,55.0,2434128,Saint-Raymond
Quebec,0.0,0.0,0.0,6.0,4.0,2.0,15.0,27.0,2434135,Rivière-à-Pierre
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2435010,Lac-aux-Sables
Quebec,4.0,5.0,3.0,3.0,4.0,2.0,0.0,17.0,2435015,Saint-Adelphe
Quebec,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2435020,Saint-Séverin
Quebec,1.0,6.0,7.0,7.0,14.0,11.0,17.0,13.0,2435027,Saint-Tite
Quebec,0.0,0.0,2.0,3.0,1.0,3.0,5.0,3.0,2435035,Hérouxville
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2435045,Saint-Roch-de-Mékinac
Quebec,0.0,0.0,0.0,1.0,6.0,6.0,17.0,13.0,2435050,Sainte-Thècle
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2435055,Trois-Rives
Quebec,72.0,141.0,42.0,205.0,90.0,201.0,208.0,206.0,2436033,Shawinigan
Quebec,23.0,20.0,86.0,229.0,203.0,142.0,509.0,407.0,2437067,Trois-Rivières
Quebec,25.0,59.0,33.0,39.0,12.0,11.0,15.0,11.0,2437205,Sainte-Anne-de-la-Pérade
Quebec,20.0,3.0,10.0,14.0,15.0,18.0,15.0,20.0,2437210,Batiscan
Quebec,5.0,5.0,4.0,8.0,1.0,10.0,10.0,12.0,2437215,Sainte-Geneviève-de-Batiscan
Quebec,28.0,18.0,16.0,37.0,31.0,52.0,65.0,36.0,2437220,Champlain
Quebec,0.0,1.0,4.0,4.0,3.0,6.0,4.0,4.0,2437225,Saint-Luc-de-Vincennes
Quebec,3.0,3.0,2.0,6.0,3.0,12.0,17.0,10.0,2437230,Saint-Maurice
Quebec,0.0,0.0,0.0,17.0,25.0,22.0,31.0,22.0,2437235,Notre-Dame-du-Mont-Carmel
Quebec,0.0,2.0,2.0,9.0,3.0,1.0,11.0,11.0,2437240,Saint-Narcisse
Quebec,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2437250,Saint-Prosper-de-Champlain
Quebec,0.0,1.0,5.0,16.0,8.0,6.0,25.0,21.0,2438005,Saint-Sylvère
Quebec,3.0,7.0,15.0,35.0,31.0,131.0,107.0,162.0,2438010,Bécancour
Quebec,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2438015,Sainte-Marie-de-Blandford
Quebec,19.0,5.0,14.0,26.0,14.0,25.0,21.0,3.0,2438020,Lemieux
Quebec,0.0,4.0,6.0,8.0,10.0,15.0,17.0,42.0,2438028,Manseau
Quebec,0.0,0.0,3.0,5.0,13.0,11.0,9.0,14.0,2438035,Sainte-Françoise
Quebec,10.0,10.0,9.0,23.0,24.0,21.0,33.0,23.0,2438040,Sainte-Sophie-de-Lévrard
Quebec,0.0,0.0,5.0,8.0,11.0,11.0,16.0,9.0,2438047,Fortierville
Quebec,3.0,0.0,4.0,13.0,7.0,12.0,16.0,14.0,2438055,Parisville
Quebec,0.0,4.0,4.0,4.0,7.0,6.0,8.0,5.0,2438060,Sainte-Cécile-de-Lévrard
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2438065,Saint-Pierre-les-Becquets
Quebec,0.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2438070,Deschaillons-sur-Saint-Laurent
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2438802,Wôlinak
Quebec,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2439005,Saints-Martyrs-Canadiens
Quebec,27.0,24.0,53.0,33.0,41.0,38.0,39.0,51.0,2439010,Ham-Nord
Quebec,0.0,0.0,6.0,10.0,9.0,6.0,11.0,8.0,2439020,Saint-Rémi-de-Tingwick
Quebec,7.0,24.0,38.0,42.0,55.0,75.0,53.0,41.0,2439025,Tingwick
Quebec,0.0,3.0,7.0,5.0,0.0,7.0,4.0,6.0,2439030,Chesterville
Quebec,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2439035,Sainte-Hélène-de-Chester
Quebec,0.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,2439043,Saint-Norbert-d'Arthabaska
Quebec,11.0,9.0,18.0,10.0,25.0,10.0,25.0,23.0,2439060,Saint-Christophe-d'Arthabaska
Quebec,72.0,84.0,68.0,170.0,198.0,179.0,454.0,366.0,2439062,Victoriaville
Quebec,1.0,6.0,40.0,25.0,38.0,28.0,82.0,67.0,2439077,Warwick
Quebec,10.0,13.0,30.0,43.0,31.0,50.0,84.0,44.0,2439085,Saint-Albert
Quebec,2.0,6.0,17.0,44.0,37.0,112.0,220.0,161.0,2439097,Kingsey Falls
Quebec,2.0,5.0,11.0,21.0,10.0,9.0,9.0,16.0,2439117,Sainte-Clotilde-de-Horton
Quebec,0.0,3.0,11.0,9.0,4.0,8.0,3.0,18.0,2439130,Saint-Samuel
Quebec,0.0,4.0,2.0,8.0,0.0,4.0,31.0,29.0,2439135,Saint-Valère
Quebec,14.0,11.0,19.0,13.0,17.0,10.0,21.0,27.0,2439145,Saint-Rosaire
Quebec,0.0,2.0,14.0,3.0,21.0,19.0,35.0,31.0,2439165,Maddington Falls
Quebec,147.0,103.0,174.0,187.0,169.0,137.0,213.0,198.0,2439170,Saint-Louis-de-Blandford
Quebec,0.0,2.0,3.0,16.0,13.0,14.0,20.0,34.0,2440017,Wotton
Quebec,0.0,5.0,8.0,20.0,12.0,10.0,35.0,87.0,2440043,Asbestos
Quebec,19.0,17.0,44.0,44.0,38.0,35.0,63.0,21.0,2440047,Danville
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2441012,Saint-Isidore-de-Clifton
Quebec,0.0,0.0,0.0,24.0,8.0,16.0,1.0,1.0,2441020,Chartierville
Quebec,0.0,0.0,18.0,14.0,11.0,27.0,23.0,24.0,2441027,La Patrie
Quebec,70.0,38.0,41.0,42.0,60.0,55.0,80.0,69.0,2441038,Cookshire-Eaton
Quebec,0.0,0.0,0.0,4.0,0.0,7.0,13.0,6.0,2441055,Ascot Corner
Quebec,0.0,0.0,0.0,0.0,2.0,0.0,10.0,14.0,2441065,Westbury
Quebec,33.0,26.0,86.0,80.0,23.0,44.0,62.0,59.0,2441070,Bury
Quebec,0.0,0.0,0.0,0.0,1.0,8.0,6.0,7.0,2441080,Scotstown
Quebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2441085,Lingwick
Quebec,0.0,0.0,5.0,9.0,136.0,9.0,23.0,16.0,2441098,Weedon
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2441117,Dudswell
Quebec,7.0,7.0,23.0,6.0,16.0,32.0,50.0,63.0,2442005,Stoke
Quebec,0.0,0.0,5.0,19.0,29.0,13.0,26.0,21.0,2442020,Saint-François-Xavier-de-Brompton
Quebec,0.0,0.0,1.0,1.0,0.0,2.0,4.0,12.0,2442025,Saint-Denis-de-Brompton
Quebec,0.0,0.0,0.0,1.0,2.0,2.0,8.0,10.0,2442032,Racine
Quebec,0.0,3.0,0.0,9.0,3.0,2.0,226.0,0.0,2442040,Bonsecours
Quebec,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2442045,Lawrenceville
Quebec,0.0,0.0,0.0,2.0,4.0,8.0,4.0,0.0,2442050,Sainte-Anne-de-la-Rochelle
Quebec,25.0,19.0,17.0,23.0,27.0,27.0,47.0,54.0,2442060,Valcourt
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,2442065,Maricourt
Quebec,1.0,1.0,0.0,5.0,6.0,14.0,16.0,35.0,2442075,Melbourne
Quebec,5.0,13.0,0.0,13.0,14.0,6.0,49.0,14.0,2442088,Windsor
Quebec,12.0,18.0,20.0,21.0,18.0,20.0,23.0,19.0,2442095,Val-Joli
Quebec,0.0,7.0,4.0,9.0,18.0,7.0,49.0,74.0,2442098,Richmond
Quebec,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2442100,Saint-Claude
Quebec,85.0,71.0,133.0,232.0,430.0,471.0,841.0,711.0,2443027,Sherbrooke
Quebec,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2444003,Saint-Malo
Quebec,3.0,8.0,11.0,29.0,17.0,14.0,30.0,21.0,2444010,East Hereford
Quebec,0.0,0.0,0.0,0.0,15.0,9.0,12.0,12.0,2444015,Saint-Herménégilde
Quebec,0.0,0.0,0.0,0.0,6.0,3.0,3.0,5.0,2444023,Dixville
Quebec,30.0,23.0,82.0,109.0,113.0,113.0,104.0,166.0,2444037,Coaticook
Quebec,1.0,0.0,5.0,7.0,3.0,6.0,12.0,49.0,2444055,Sainte-Edwidge-de-Clifton
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2444060,Martinville
Quebec,31.0,41.0,188.0,318.0,96.0,54.0,140.0,74.0,2444071,Compton
Quebec,4.0,2.0,1.0,0.0,4.0,0.0,57.0,25.0,2444080,Waterville
Quebec,0.0,2.0,12.0,13.0,14.0,17.0,30.0,41.0,2445008,Stanstead
Quebec,0.0,0.0,0.0,0.0,14.0,1.0,73.0,35.0,2445020,Ogden
Quebec,0.0,1.0,0.0,0.0,2.0,5.0,15.0,8.0,2445030,Potton
Quebec,17.0,12.0,14.0,12.0,3.0,28.0,12.0,11.0,2445035,Ayer's Cliff
Quebec,32.0,0.0,19.0,52.0,44.0,35.0,74.0,68.0,2445043,Hatley
Quebec,1.0,2.0,5.0,2.0,6.0,7.0,19.0,36.0,2445055,Hatley
Quebec,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2445060,Sainte-Catherine-de-Hatley
Quebec,14.0,5.0,7.0,36.0,65.0,31.0,125.0,163.0,2445072,Magog
Quebec,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2445085,Austin
Quebec,0.0,0.0,0.0,1.0,0.0,2.0,6.0,7.0,2445093,Eastman
Quebec,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2445095,Bolton-Est
Quebec,0.0,0.0,0.0,0.0,1.0,1.0,15.0,19.0,2445115,Orford
Quebec,6.0,2.0,6.0,7.0,0.0,3.0,0.0,16.0,2446005,Abercorn
Quebec,207.0,192.0,172.0,244.0,206.0,245.0,233.0,215.0,2446010,Frelighsburg
Quebec,12.0,11.0,12.0,15.0,17.0,25.0,28.0,17.0,2446017,Saint-Armand
Quebec,0.0,0.0,2.0,7.0,6.0,4.0,10.0,6.0,2446025,Pike River
Quebec,3.0,3.0,3.0,3.0,0.0,42.0,13.0,7.0,2446030,Stanbridge Station
Quebec,45.0,42.0,51.0,77.0,102.0,116.0,133.0,182.0,2446040,Bedford
Quebec,14.0,4.0,9.0,11.0,15.0,10.0,17.0,17.0,2446045,Stanbridge East
Quebec,173.0,126.0,156.0,210.0,205.0,173.0,250.0,235.0,2446050,Dunham
Quebec,23.0,20.0,20.0,26.0,36.0,37.0,32.0,41.0,2446058,Sutton
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,2446065,Bolton-Ouest
Quebec,16.0,9.0,2.0,28.0,30.0,49.0,105.0,111.0,2446075,Lac-Brome
Quebec,7.0,6.0,8.0,3.0,9.0,15.0,74.0,69.0,2446078,Bromont
Quebec,0.0,0.0,1.0,5.0,19.0,14.0,58.0,68.0,2446080,Cowansville
Quebec,0.0,0.0,1.0,2.0,2.0,2.0,11.0,0.0,2446085,East Farnham
Quebec,2.0,9.0,3.0,15.0,7.0,6.0,19.0,10.0,2446090,Brigham
Quebec,0.0,0.0,5.0,0.0,9.0,14.0,7.0,11.0,2446095,Saint-Ignace-de-Stanbridge
Quebec,0.0,0.0,0.0,0.0,2.0,6.0,5.0,9.0,2446100,Notre-Dame-de-Stanbridge
Quebec,26.0,13.0,3.0,45.0,17.0,35.0,87.0,37.0,2446105,Sainte-Sabine
Quebec,4.0,11.0,10.0,20.0,29.0,23.0,59.0,51.0,2446112,Farnham
Quebec,0.0,2.0,5.0,7.0,41.0,33.0,34.0,45.0,2447010,Saint-Alphonse-de-Granby
Quebec,8.0,21.0,27.0,82.0,88.0,91.0,391.0,264.0,2447017,Granby
Quebec,0.0,0.0,0.0,0.0,3.0,5.0,24.0,6.0,2447025,Waterloo
Quebec,0.0,0.0,3.0,3.0,2.0,3.0,4.0,6.0,2447035,Shefford
Quebec,0.0,0.0,0.0,0.0,2.0,12.0,10.0,7.0,2447040,Saint-Joachim-de-Shefford
Quebec,0.0,0.0,1.0,5.0,9.0,14.0,20.0,18.0,2447047,Roxton Pond
Quebec,6.0,10.0,0.0,35.0,9.0,9.0,11.0,40.0,2447055,Sainte-Cécile-de-Milton
Quebec,0.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,2448005,Béthanie
Quebec,0.0,0.0,0.0,5.0,18.0,4.0,13.0,9.0,2448020,Sainte-Christine
Quebec,2.0,0.0,3.0,3.0,39.0,13.0,99.0,42.0,2448028,Acton Vale
Quebec,2.0,5.0,26.0,32.0,29.0,38.0,69.0,45.0,2448038,Upton
Quebec,3.0,5.0,7.0,23.0,12.0,19.0,19.0,18.0,2448045,Saint-Théodore-d'Acton
Quebec,0.0,0.0,0.0,7.0,3.0,26.0,25.0,11.0,2448050,Saint-Nazaire-d'Acton
Quebec,2.0,0.0,0.0,2.0,1.0,10.0,13.0,14.0,2449005,Saint-Félix-de-Kingsey
Quebec,0.0,0.0,0.0,4.0,3.0,7.0,8.0,6.0,2449020,Lefebvre
Quebec,10.0,7.0,13.0,6.0,9.0,13.0,19.0,25.0,2449025,L'Avenir
Quebec,73.0,60.0,99.0,73.0,13.0,56.0,55.0,73.0,2449030,Saint-Lucien
Quebec,0.0,1.0,11.0,35.0,76.0,147.0,107.0,84.0,2449040,Wickham
Quebec,13.0,23.0,23.0,77.0,57.0,70.0,142.0,110.0,2449048,Saint-Germain-de-Grantham
Quebec,40.0,89.0,142.0,364.0,237.0,305.0,748.0,598.0,2449058,Drummondville
Quebec,0.0,2.0,4.0,8.0,26.0,8.0,34.0,28.0,2449070,Saint-Cyrille-de-Wendover
Quebec,8.0,5.0,15.0,12.0,15.0,19.0,51.0,37.0,2449075,Notre-Dame-du-Bon-Conseil
Quebec,70.0,37.0,41.0,104.0,77.0,131.0,114.0,130.0,2449085,Sainte-Brigitte-des-Saults
Quebec,2.0,2.0,5.0,3.0,6.0,7.0,12.0,11.0,2449095,Saint-Majorique-de-Grantham
Quebec,1.0,0.0,0.0,11.0,16.0,0.0,22.0,18.0,2449105,Saint-Eugène
Quebec,10.0,1.0,1.0,7.0,6.0,12.0,23.0,26.0,2449113,Saint-Guillaume
Quebec,8.0,5.0,5.0,5.0,8.0,3.0,10.0,5.0,2449125,Saint-Bonaventure
Quebec,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2449130,Saint-Pie-de-Guire
Quebec,2.0,2.0,11.0,22.0,21.0,41.0,73.0,45.0,2450005,Sainte-Eulalie
Quebec,4.0,13.0,3.0,24.0,19.0,0.0,7.0,7.0,2450013,Aston-Jonction
Quebec,6.0,12.0,24.0,57.0,61.0,61.0,69.0,66.0,2450023,Saint-Wenceslas
Quebec,1.0,2.0,2.0,7.0,2.0,15.0,14.0,14.0,2450035,Saint-Célestin
Quebec,31.0,31.0,42.0,51.0,51.0,58.0,74.0,76.0,2450042,Saint-Léonard-d'Aston
Quebec,0.0,2.0,1.0,2.0,3.0,26.0,25.0,40.0,2450050,Sainte-Perpétue
Quebec,10.0,4.0,6.0,6.0,10.0,19.0,5.0,20.0,2450057,Sainte-Monique
Quebec,6.0,21.0,15.0,32.0,43.0,35.0,91.0,120.0,2450072,Nicolet
Quebec,0.0,0.0,5.0,3.0,6.0,9.0,1.0,3.0,2450085,La Visitation-de-Yamaska
Quebec,1.0,2.0,4.0,5.0,7.0,10.0,8.0,15.0,2450090,Saint-Zéphirin-de-Courval
Quebec,0.0,4.0,4.0,9.0,9.0,9.0,12.0,18.0,2450100,Baie-du-Febvre
Quebec,42.0,24.0,58.0,52.0,87.0,91.0,132.0,152.0,2450113,Pierreville
Quebec,0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,2450128,Saint-François-du-Lac
Quebec,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2450802,Odanak
Quebec,0.0,0.0,12.0,10.0,0.0,10.0,21.0,3.0,2451008,Maskinongé
Quebec,16.0,32.0,18.0,54.0,42.0,67.0,125.0,82.0,2451015,Louiseville
Quebec,24.0,50.0,29.0,69.0,73.0,41.0,192.0,80.0,2451020,Yamachiche
Quebec,0.0,0.0,0.0,2.0,3.0,3.0,6.0,8.0,2451025,Saint-Barnabé
Quebec,4.0,4.0,0.0,6.0,2.0,2.0,4.0,2.0,2451030,Saint-Sévère
Quebec,11.0,16.0,15.0,47.0,36.0,67.0,51.0,63.0,2451035,Saint-Léon-le-Grand
Quebec,0.0,0.0,2.0,6.0,4.0,7.0,9.0,7.0,2451040,Sainte-Ursule
Quebec,1.0,0.0,1.0,2.0,3.0,2.0,4.0,5.0,2451045,Saint-Justin
Quebec,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2451050,Saint-Édouard-de-Maskinongé
Quebec,0.0,0.0,0.0,7.0,0.0,9.0,12.0,26.0,2451055,Sainte-Angèle-de-Prémont
